,acousticness,album,album_id,album_release,artist,danceability,energy,feature,key,loudness,tempo,track_id,track_name,valence
130,0.833,Walls And Bridges,3n1j9GslH8h0jIx7NRUIX4,1974-09-26,John Lennon,0.766,0.306,No Feature,0.0,-16.765,90.76,6tDXGvdfGDopvU3A5pNtLn,Ya Ya - 2010 - Remaster,0.339
132,0.112,Rock 'N' Roll,4D5tTcz72CXGPtzTabLTDY,1975-02-17,John Lennon,0.669,0.679,No Feature,5.0,-9.73,160.639,16WoPdBBCpsDXI4GNofVWq,Ya Ya - 2010 - Remaster,0.976
133,0.000689,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.628,0.931,No Feature,9.0,-9.973,119.976,2BkXpZSvPoUDMLI2Xw9kAL,Instant Karma! (We All Shine On) - 2010 - Remaster,0.144
134,0.604,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.72,0.426,No Feature,2.0,-14.825,114.693,3vMPQj1K2hMvQgC4yazkD6,Beautiful Boy (Darling Boy) - Home Recording,0.639
136,0.013,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.532,0.347,No Feature,0.0,-13.696,135.935,70UWNN54D5KrVUBPtHUoDG,Mother - 2010 - Remaster,0.426
137,0.284,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.556,0.833,No Feature,1.0,-10.702,85.181,1RX0sGFlP6GYbpJhyNDzKz,Oh Yoko! - 2010 - Remaster,0.806
138,0.322,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.591,0.53,No Feature,0.0,-9.308,165.873,53U3UPj1mSzuDyAWrApJDF,Watching The Wheels - 2010 - Remaster,0.387
139,0.989,Evocations,27RyQrHxpvzcTaT6buSUeW,2017-12-15,John Lennon,0.214,0.126,Paul McCartney,9.0,-20.785,107.227,170zNdKhz9QU5y6Np8jMXx,Because,0.0356
143,0.362,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.587,0.514,No Feature,3.0,-10.677,79.735,03yBEpG8WmtKHjyqE30XX1,Woman - 2010 - Remaster,0.716
144,0.408,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.607,0.612,No Feature,0.0,-8.666,82.933,77S7OayoAWIS5gfwEUa8Lf,Watching The Wheels - 2010 - Remaster,0.272
145,0.85,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.168,0.322,Richard Rodgers,11.0,-11.743,111.742,3wv8VOv27dCx0r4rMAdM0x,You'll Never Walk Alone,0.049
146,0.424,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.736,0.655,No Feature,9.0,-6.125,99.38,6Ux4atjtjSCvtW27UCFj7d,Dear Yoko - 2010 - Remaster,0.885
147,0.0175,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.535,0.346,No Feature,0.0,-13.73,135.726,1hNwfx51TxWnnPbyhC14m7,Mother - 2010 - Remaster,0.437
148,0.0636,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.411,0.596,No Feature,0.0,-11.711,115.52,2xu9SqaTeSIUkX59bCaXXV,#9 Dream - 2010 - Remaster,0.478
149,0.146,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.7,0.863,No Feature,2.0,-8.537,118.389,1H2kd947CymlGpfuyBIzpg,Nobody Told Me - 2010 - Remaster,0.907
152,0.728,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.484,0.165,No Feature,7.0,-18.568,159.162,6hVxwgQ754Wf4qinKVoNPL,Working Class Hero - 2010 - Remaster,0.193
153,0.272,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.407,0.832,No Feature,4.0,-10.001,132.286,2pZ6k7ZBRO0jZPc2qM51Vg,Mind Games - 2010 - Remaster,0.44
156,0.202,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.375,0.838,Yoko Ono,4.0,-9.643,178.408,7LCHVTGsMgCpWmt8VT4UYf,Sunday Bloody Sunday - Remastered 2010,0.819
157,0.32,Double Fantasy Stripped Down,15q7N7Wo307mfjqR29NpjF,1980-11-17,John Lennon,0.657,0.713,No Feature,9.0,-6.799,95.259,5e56I1bedOl8RV2aGXxwPH,Cleanup Time - 2010 - Remaster,0.741
158,0.882,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.392,0.188,No Feature,7.0,-13.751,81.017,5wO14EzcJEdnaDRmI35PEP,Grow Old With Me - Anthology Version,0.326
159,0.287,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.631,0.549,No Feature,9.0,-10.168,105.013,37WzMq5brFYaV77HSXExGx,Stand By Me - 2010 - Remaster,0.642
161,0.386,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.449,0.468,Yoko Ono,7.0,-10.201,143.181,4BC6olCmpkr5llu4SzsRq6,The Luck Of The Irish - Remastered 2010,0.637
163,0.889,For The Stars,0fUffGylGjIiZQ3FOVzeqK,2001-01-01,John Lennon,0.593,0.169,Paul McCartney,7.0,-15.879,81.63,0zZYmoR3fRIUkcCuoHYbyy,For No One,0.411
164,0.985,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.529,0.104,No Feature,9.0,-19.669,135.235,2lsGtMBrOBl4qm4xiMhwkh,Oh My Love - 2010 - Remaster,0.183
165,0.983,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.524,0.111,No Feature,9.0,-19.583,135.564,1W8wSkACp7ANb5I5L8Wy1u,Oh My Love - 2010 - Remaster,0.167
166,0.743,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.62,0.461,No Feature,2.0,-11.575,111.342,4VNJWe2HUodIGzNSJjk92c,Beautiful Boy (Darling Boy) - 2010 - Remaster,0.446
167,0.531,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.576,0.841,No Feature,2.0,-9.204,126.303,7K10ZnQPtKPyy37Uq2xGo2,Whatever Gets You Thru The Night - 2010 - Remaster,0.764
168,0.00765,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.622,0.638,No Feature,7.0,-9.647,114.99,1xG8GNKh97UcMAR1nTAKhQ,Cold Turkey - Single Version;2010 - Remaster,0.448
169,0.177,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.712,0.936,No Feature,2.0,-4.246,118.425,31rR3NHN5ksi0haIGDxOPE,Nobody Told Me - 2010 - Remaster,0.917
170,0.907,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.761,0.197,No Feature,2.0,-17.81,73.954,0QoTS1eoMAPvD0J1Xcunch,Love - Studio Outtake,0.309
172,0.192,Classic Rock Christmas,6fWMI7wago7rUSySPlwv2F,2015-01-01,John Lennon,0.381,0.68,The Plastic Ono Band,2.0,-6.159,146.955,4hAkwE0k1MlzDoOIf9J8ty,Happy Xmas (War Is Over),0.587
173,0.887,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.613,0.0609,No Feature,2.0,-21.297,80.988,1Qp0SFCmiNWYGz1dxr7ZrT,Love - 2010 - Remaster,0.156
174,0.00665,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.392,0.805,No Feature,4.0,-10.536,80.67,0NRfr5QmLRk09D4E3SvmTf,I Don't Wanna Be A Soldier Mama I Don't Wanna Die - 2010 - Remaster,0.542
175,0.534,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.685,0.215,No Feature,1.0,-17.77,83.403,6vApkzmJWAVQIktDprXg9P,Hold On - 2010 - Remaster,0.712
176,0.301,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.701,0.79,No Feature,9.0,-6.16,99.104,0tpcbm5xmmbwkFdtUR6EN0,(Just Like) Starting Over - 2010 - Remaster,0.421
177,0.733,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.574,0.469,No Feature,2.0,-11.53,111.378,5YpGGq0utl6nistQRJwX0z,Beautiful Boy (Darling Boy) - 2010 - Remaster,0.435
179,0.184,The Futurist,49NKZopI1JLOPyVQlfHRkK,2004-11-22,John Lennon,0.561,0.444,Jon Anderson,2.0,-8.7,133.826,2WndWlTjnMgjFt7pAmQmq1,Your Move/Give Peace A Chance Medley,0.473
182,0.213,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.509,0.827,No Feature,4.0,-9.612,88.763,2VKjiaN1QEdeLYjkIFmyjF,Sunday Bloody Sunday - 2010 - Remaster,0.836
183,0.235,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.25,0.77,No Feature,9.0,-9.215,106.953,2vGMB2XUNBwP1HBuI34nUl,Woman Is The Nigger Of The World - 2010 - Remaster,0.308
184,0.902,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.528,0.0852,No Feature,2.0,-15.185,59.782,1MDzt1nAOaQFAIzLLZiCAn,Isolation - 2010 - Remaster,0.234
185,0.89,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.616,0.0785,No Feature,2.0,-18.919,81.009,1n9dnBfPUWxkVO7WHJ0c1p,Love - 2010 - Remaster,0.14
186,0.292,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.409,0.833,No Feature,4.0,-9.994,132.233,1yTJxieQB3KzyGVmLI4Zig,Mind Games - 2010 - Remaster,0.428
187,0.29,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.632,0.556,No Feature,9.0,-10.138,104.996,4LHowRX3mbFRRCEIGHHWUC,Stand By Me - 2010 - Remaster,0.633
188,0.953,At Home With Friends,0h7QWWKIiYBSuOhe3DZIBy,2009-09-25,John Lennon,0.254,0.188,Paul McCartney,0.0,-14.746,175.056,593AeJHrDBA0AGaj5kxnTq,Eleanor Rigby,0.137
189,0.907,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.248,0.181,Richard Rodgers,10.0,-16.146,83.182,0KAyoLAwCFpHstmEeKAPAp,Educating Rita,0.131
190,0.853,Unfinished Music No. 1: Two Virgins,118I3ivtpJl7WVJ5ktlxJp,1968-11-29,John Lennon,0.511,0.0722,Yoko Ono,2.0,-23.058,141.881,5SZtve0VaV5e3GSpNZSdaC,Remember Love (Bonus Track),0.182
191,0.877,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.489,0.389,The Plastic Ono Band,4.0,-11.653,131.366,6ExWaCiyLJpTIBALUSTF1i,Jealous Guy - 2010 - Remaster,0.254
192,0.538,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.684,0.21,No Feature,1.0,-18.204,83.383,4RAnYoq7AZGTsWLsSPfUot,Hold On - 2010 - Remaster,0.681
193,0.909,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.571,0.0788,No Feature,2.0,-15.284,115.724,2gHWYBlLkJupAvizrLWUep,Isolation - 2010 - Remaster,0.254
194,0.231,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.64,0.269,No Feature,4.0,-13.435,112.801,0X1MCwHRMHGxNu5JSi7BTk,God - 2010 - Remaster,0.178
195,0.0744,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.406,0.597,No Feature,0.0,-11.745,115.474,0rxxF5EhlDLGfXTOl3SU6w,#9 Dream - 2010 - Remaster,0.478
196,0.0303,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.452,0.41,No Feature,0.0,-10.949,135.035,4fbFk2VbPkO4sEyjRKAFgq,Mother - Studio Outtake,0.416
202,0.535,Summer Of '42,5qo2UPGkB063ZVhKPDtrsv,2005,John Lennon,0.325,0.409,Peter Nero,2.0,-11.805,140.695,4JK7J9wsUGHrVIzLzWRXsD,Love,0.255
203,0.0626,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.519,0.812,Yoko Ono,9.0,-8.853,136.862,4DvuXVrffrerPGBTyJxaIJ,Attica State - Remastered 2010,0.752
204,0.426,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.316,0.856,Yoko Ono,4.0,-9.806,115.399,2beOgJ4cFIptjURBopIXnK,Cold Turkey - Live,0.235
205,0.613,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.235,0.563,No Feature,4.0,-11.985,148.673,3JpwlYJH8ZJXnjmWQuIpxJ,Steel And Glass - 2010 - Remaster,0.339
206,0.0205,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.815,0.668,No Feature,2.0,-10.542,89.508,4QKpynSI5FwP0S7fbha168,Remember - 2010 - Remaster,0.195
207,0.0223,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.724,0.667,No Feature,7.0,-11.526,91.086,2cbUdSe8ujPVbY1mPAFPpP,I Found Out - 2010 - Remaster,0.513
208,0.378,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.588,0.656,No Feature,3.0,-6.373,79.701,09CtxmTEg37rChp6F5gIIx,Woman - 2010 - Remaster,0.746
209,0.822,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.746,0.25,No Feature,4.0,-15.073,105.142,1xr5IfkPU9aB43ZJjaRRbj,"India, India - Home Recording",0.63
210,0.983,Unfinished Music No. 2: Life With The Lions,0NDlrEsyJTxrYtxZRC5at1,1969-05-09,John Lennon,0.526,0.0509,Yoko Ono,1.0,-17.463,104.45,7auzCvfn20Nw6u3jEACvIa,No Bed for Beatle John,0.269
211,0.991,Unfinished Music No. 2: Life With The Lions,0NDlrEsyJTxrYtxZRC5at1,1969-05-09,John Lennon,0.622,0.149,Yoko Ono,6.0,-19.301,144.596,30hcDPB7i1eldJ27z0fcIH,Song for John (Bonus Track),0.569
215,0.193,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.545,0.608,No Feature,0.0,-9.372,165.617,72JjcUnZlP0xpRoKgptgR2,Crippled Inside - 2010 - Remaster,0.681
216,0.0494,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.585,0.517,No Feature,9.0,-10.269,131.412,2KG6OQX7PCpp1HX6wj5P6E,How Do You Sleep? - 2010 - Remaster,0.714
217,0.299,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.587,0.842,No Feature,1.0,-10.463,85.297,0DtGHQ7I4yUJrEOKNLcARg,Oh Yoko! - 2010 - Remaster,0.794
218,0.0125,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.502,0.696,No Feature,4.0,-10.179,79.451,5fvKCaUkMjDhTwFOKHG7FW,Well Well Well - 2010 - Remaster,0.508
219,0.863,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.276,0.349,No Feature,2.0,-12.272,113.718,6i1FeII3YmyxLuxFW9XpWm,Nobody Loves You (When You're Down And Out) - 2010 - Remaster,0.0697
220,0.0378,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.578,0.51,No Feature,9.0,-10.477,131.43,5gmQWoMLWFLUk8KXmmmLEF,How Do You Sleep? - 2010 - Remaster,0.725
221,0.528,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.27,0.69,No Feature,9.0,-10.502,136.556,3hJlpw1KJAUfnDtd9DpMYw,Here We Go Again - 2010 - Remaster,0.271
222,0.359,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.635,0.424,No Feature,7.0,-10.673,111.531,6jE18SAWV8MaRTqK6aX19W,God - Studio Outtake,0.4
224,0.669,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.283,0.255,Richard Rodgers,2.0,-15.135,133.783,48iRYdDbWxDOeEWs4Jr5ra,A Lancashire Overture,0.128
225,0.866,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.482,0.382,The Plastic Ono Band,4.0,-11.944,131.124,5Nc7JPHNQZIFYXrO0h3hJz,Jealous Guy - 2010 - Remaster,0.268
226,0.969,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.216,0.156,Richard Rodgers,0.0,-15.534,88.245,7kRejY3i7hUPQnO5MXF49a,Imagine,0.0421
227,0.449,Children Of Men Original Motion Picture Soundtrack,5slAWBt1fq2mGEWb774WWw,2006-01-01,John Lennon,0.427,0.803,No Feature,4.0,-5.808,160.142,0E26zk6y9YPhD98H1GC1ke,Bring On The Lucie (Freda Peeple),0.896
228,0.859,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.484,0.0628,No Feature,6.0,-21.323,148.063,09fQpSdFwQPXS4n7ADensn,Look At Me - 2010 - Remaster,0.347
229,0.0116,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.652,0.797,No Feature,6.0,-7.935,123.22,7GZCNggvxIykG4vJuQ6b6K,I Don't Wanna Face It - 2010 - Remaster,0.812
230,0.518,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.509,0.745,No Feature,0.0,-9.785,132.295,77Qi2knLO4pssRBVWyy4tM,Only People - 2010 - Remaster,0.891
231,0.227,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.544,0.451,No Feature,4.0,-12.584,93.867,4VWf5dfmVVk8p1aNicA4gh,You Are Here - 2010 - Remaster,0.531
232,0.278,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.507,0.456,No Feature,7.0,-11.562,146.119,4UzBZT8gLJQkafYTeH3ZLh,Out The Blue - 2010 - Remaster,0.382
233,0.816,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.382,0.331,No Feature,4.0,-15.394,155.988,518vmXZJtQnWnfr67yKPLa,Bless You - 2010 - Remaster,0.227
234,0.133,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.69,0.634,No Feature,9.0,-9.086,97.727,5EVUMEXfTvRDZiQdyeIbS6,I'm Losing You - 2010 - Remaster,0.605
235,0.325,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.657,0.616,No Feature,9.0,-10.019,95.17,4aOG1Oqo6bn1Z6b12EIhaG,Cleanup Time - 2010 - Remaster,0.765
236,0.181,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.635,0.606,No Feature,0.0,-9.555,82.34,1xA8rQUMAfKMrw9BqumKmt,Crippled Inside - 2010 - Remaster,0.65
237,0.531,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.574,0.853,No Feature,2.0,-9.157,126.313,5p1F13ECZwdcK2DWBKM4PT,Whatever Gets You Thru The Night - 2010 - Remaster,0.755
238,0.811,Perhaps Love,65j4KOS3LCCA41sd1EyUPU,1981,John Lennon,0.177,0.272,Paul McCartney,5.0,-14.158,180.864,5fHW1vSn8b1HhvBrPBLQSu,Yesterday,0.112
239,0.478,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.36,0.814,No Feature,4.0,-11.05,176.092,1ZBHewISCXmOz0Ebz1YEl1,John Sinclair - 2010 - Remaster,0.72
241,0.909,Unfinished Music No. 1: Two Virgins,118I3ivtpJl7WVJ5ktlxJp,1968-11-29,John Lennon,0.34,0.579,Yoko Ono,7.0,-11.48,134.695,0UkSPeViNjGpqbrm3EmBjk,Two Virgins: Side One,0.233
242,0.0971,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.233,0.734,Yoko Ono,0.0,-9.247,76.737,5ZGNQlno0lrAHVAOmZeb5h,Angela - Remastered 2010,0.463
243,0.816,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.367,0.223,Richard Rodgers,3.0,-15.746,127.43,5TOsDqQjv0P4SWb4pQ8lir,A Hard Day's Night,0.33
245,0.736,Songs of Celebration & Love for Weddings and Other Happy Occasions,5hedlGOXCee8V69VU4maz9,1999,John Lennon,0.355,0.232,Julian & Fortune,7.0,-13.424,83.024,3dCqL719aLQARKPmAe52Hq,Grow Old Along With Me,0.139
249,0.0254,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.812,0.663,No Feature,2.0,-10.843,89.427,60BiVw7Srhr2crsAWjToJG,Remember - 2010 - Remaster,0.182
250,0.0126,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.469,0.689,No Feature,4.0,-10.527,156.18,4kQB18FLhfT4UKCVPEULH2,Well Well Well - 2010 - Remaster,0.527
251,0.0794,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.473,0.923,No Feature,1.0,-8.802,116.232,485mONIjccUFoDfShYc6Jk,Meat City - 2010 - Remaster,0.624
252,0.106,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.561,0.783,No Feature,5.0,-8.878,133.518,599oifGZcD1C2kAY2CnHEC,Gimme Some Truth - 2010 - Remaster,0.768
253,0.889,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.549,0.34,No Feature,7.0,-14.555,73.812,6SaXKOKM31Z0DzA9kAt8YK,How? - 2010 - Remaster,0.195
254,0.28,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.321,0.64,No Feature,2.0,-10.023,146.172,27RYrbL6S02LNVhDWVl38b,Happy Xmas (War Is Over) - 2010 Digital Remaster,0.414
257,0.168,My Lives,5nWLdbqnLvx8z8vpzWuwcg,2005,John Lennon,0.454,0.843,Paul McCartney,7.0,-8.083,184.385,6znNZMqi8p1A43oq979e2q,I'll Cry Instead - Live,0.863
259,0.944,Unfinished Music No. 2: Life With The Lions,0NDlrEsyJTxrYtxZRC5at1,1969-05-09,John Lennon,0.167,0.643,Yoko Ono,4.0,-9.259,102.233,40F9B2OfwaSi1agS5ynlsj,Cambridge 1969,0.0493
260,0.531,Sometime In New York City,5SgeJIF8MrvVOm86sGN4bK,1972-06-12,John Lennon,0.369,0.831,Yoko Ono,2.0,-10.075,96.177,78PIaWlnkrcrWSUaiuX4ML,Well (Baby Please Don't Go) - Live,0.546
261,0.994,Chilled Piano Vol.6,2VsBnzBue0VjFE2nXrA4hM,2015-03-13,John Lennon,0.506,0.0475,Paul McCartney,1.0,-20.873,113.039,2QzUyCbWibB1SFAgZO9Uxd,Across The Universe,0.198
266,0.885,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.544,0.352,No Feature,7.0,-14.425,74.163,3SmG72m9vNL8kE1Q7ThTB5,How? - 2010 - Remaster,0.206
267,0.237,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.256,0.773,No Feature,9.0,-9.182,108.501,16XfOG5aXKz37eCkyGrET0,Woman Is The Nigger Of The World - 2010 - Remaster,0.302
268,0.338,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.747,0.832,No Feature,0.0,-9.264,131.856,44qnOfnkgnBtee77BfBCDJ,I'm Stepping Out - 2010 - Remaster,0.883
269,0.434,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.498,0.932,No Feature,9.0,-8.531,142.273,30gUX0axUKzDq1KY6OyDJQ,New York City - 2010 - Remaster,0.94
270,0.506,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.919,0.593,No Feature,9.0,-9.902,116.2,6O5yVtXshxPN2HuIzmLbBB,Borrowed Time - 2010 - Remaster,0.968
271,0.87,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.491,0.1,No Feature,11.0,-17.944,147.763,2ksHvdGYJKmiHDITdFvsnc,Look At Me - 2010 - Remaster,0.309
272,0.194,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.618,0.919,No Feature,9.0,-8.724,130.935,4SPC2crAxZWcfdLaN1WFLv,Be-Bop-A-Lula - 2010 - Remaster,0.96
273,0.827,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.275,0.355,No Feature,2.0,-12.269,114.824,1E1krhyg6ZuOp3E4M6Ll0I,Nobody Loves You (When You're Down And Out) - 2010 - Remaster,0.0778
274,0.315,Gimme Some Truth,1Og869cgT2qBmDw84KeUvk,2010-10-05,John Lennon,0.494,0.882,No Feature,4.0,-8.76,81.474,3Pe7A1S5dc4ISba5yVUtyA,Hound Dog - Live;2010 - Remaster,0.733
275,0.126,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.686,0.701,No Feature,9.0,-6.738,97.716,3XgGtrN0f3lqxg9OgP5P6r,I'm Losing You - 2010 - Remaster,0.542
276,0.0079,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.632,0.624,No Feature,7.0,-10.003,115.058,644iGdZiRJX5L4N4Girzcy,Cold Turkey - Single Version;2010 - Remaster,0.43
277,0.675,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.97,0.691,No Feature,2.0,-12.906,120.501,3UUhltrywjH9HX7CZFnUr9,Nobody Told Me - Home Recording,0.581
282,0.804,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.404,0.224,Richard Rodgers,9.0,-16.142,115.771,1tu8JxJle1RCC0RP5QcKtc,A 'Scaffold' Tribute,0.328
348,0.932,Liverpool Pops 'At Home',0a0amo5p1iEOQJ88duABga,1995-01-01,John Lennon,0.239,0.0647,Richard Rodgers,11.0,-21.508,115.731,0pXiOj7wDO0QgHJUjJbpzG,Easy Terms,0.0899
353,0.995,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.599,0.0955,No Feature,9.0,-21.95,90.769,7qTVbxY8X8RZ9BjiHZgbar,My Mummy's Dead - 2010 - Remaster,0.532
354,0.0137,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.754,0.391,No Feature,2.0,-10.373,82.372,7i6oHbXrABdQJq6sIHhO3m,It's So Hard - 2010 - Remaster,0.942
355,0.00629,Signature Box,555NIhJIQ4XoS5N7VglF0v,2010-10-05,John Lennon,0.305,0.834,No Feature,4.0,-9.507,162.706,2ett6mweivSlyygsT1k2UJ,I Don't Wanna Be A Soldier Mama I Don't Wanna Die - 2010 - Remaster,0.521
